AlertId,CreatedBy,Title,Message,SentAt,Audience,Status,Priority
309,65,Auto-Reload Changes,Order ahead and skip the line.,5/23/2024,Admins,Investigating,Low
310,78,Service Interruption Notice,New amenities added near you,7/11/2023,Support Team.,Awaiting Customer Response,Medium
311,73,Server Optimization,Welcome to CafeCoin!,9/20/2024,All Users,On Hold,Medium
312,69,Server Optimization,Faster support now available,10/3/2023,New Users,Awaiting Customer Response,Low
313,14,Holiday Schedule,New merchant partners added,5/11/2023,New Users,Dismissed,Medium
314,77,Point Redemption Changes,Try our seasonal drinks!,4/2/2025,Admins,Closed,High
315,71,Loyalty Tier Adjustment,Exclusive event invite,8/6/2023,Loyalty Members,Investigating,Medium
316,19,Bug Fix Announcement,Stay safe: Avoid phishing scams,5/22/2023,All Users,Escalated,Medium
317,25,Terms & Conditions Update,You're close to earning a reward!,2/16/2024,Merchants,Awaiting Customer Response,High
318,60,Feature Testing Phase,Upcoming service outage notice,11/19/2024,All Users,Resolved,Low
319,61,Loyalty Tier Adjustment,We've updated our terms of service,2/9/2025,Beta Testers,Open,High
320,66,Server Optimization,Your feedback matters – take our survey,9/6/2024,Support Team.,Closed,Low
321,16,Transaction Delay Alert,Community spotlight: Featured merchants,2/6/2025,Customers,Escalated,Low
322,43,Urgent Security Update,Try our seasonal drinks!,6/6/2024,Admins,Resolved,High
323,21,Subscription Reminder,Reminder: Update your payment info,1/24/2025,New Users,Dismissed,Medium
324,56,Scheduled Downtime,Your favorite item is back!,5/8/2023,Beta Testers,Investigating,Medium
325,25,Loyalty Tier Adjustment,View your transaction history online,10/3/2023,Inactive Users,Dismissed,Medium
326,74,Reward Limit Update,Account activity alert,12/26/2023,Employees,Awaiting Customer Response,Medium
327,17,Feedback Survey Launch,Discount applied to your next purchase,5/27/2023,All Users,Awaiting Customer Response,Low
328,8,Bug Fix Announcement,Limited-time offer available,12/16/2023,Inactive Users,Resolved,Low
329,6,Delivery Area Expansion,New dashboard tools for merchants,12/10/2024,Beta Testers,Resolved,Medium
330,54,Feature Testing Phase,We've updated our terms of service,2/15/2025,All Users,On Hold,High
331,9,New Store Opening,We've updated our terms of service,3/11/2023,Support Team.,Investigating,Low
332,45,Menu Update,Redeem your coins for special items,4/19/2023,Support Team.,Dismissed,Low
333,80,Scheduled Downtime,Earn double coins this weekend,10/4/2024,Admins,Closed,High
334,2,Feature Testing Phase,System maintenance scheduled tonight,5/31/2024,Admins,Awaiting Customer Response,High
335,60,Temporary Feature Suspension,New amenities added near you,1/18/2024,Admins,Dismissed,Low
336,72,Email Preferences Update.,Exclusive event invite,7/11/2023,New Users,Dismissed,Low
337,65,Loyalty Program Update,Community spotlight: Featured merchants,5/23/2024,Support Team.,Awaiting Customer Response,Medium
338,39,Holiday Schedule,Welcome to CafeCoin!,4/24/2023,Employees,Open,High
339,55,Bug Fix Announcement,Stay safe: Avoid phishing scams,12/12/2023,Beta Testers,Dismissed,High
340,58,Mobile App Outage,Upcoming service outage notice,12/28/2023,Inactive Users,Closed,High
341,36,Coin Balance Adjustment,We've refreshed our menu!,5/2/2023,Customers,Dismissed,High
342,19,Operating Hours Update,Important notice about reward items,5/1/2024,All Users,Awaiting Customer Response,High
343,63,Payment System Upgrade,New feature: Order tracking,2/19/2025,Employees,Closed,Medium
344,40,New Feature Launch,New amenities added near you,1/17/2025,Support Team.,Closed,Low
345,50,Mobile App Outage,Redeem your coins for special items,6/15/2024,Loyalty Members,Awaiting Customer Response,Low
346,15,Feature Deactivation Notice,Faster support now available,1/15/2025,Admins,Investigating,High
347,53,Operating Hours Update,You're close to earning a reward!,2/4/2025,Beta Testers,On Hold,Low
348,78,Bug Fix Announcement,Your order has shipped,7/3/2024,Customers,Closed,Medium
349,1,Rewards Expiry Notice,New shop locations added,1/5/2025,Inactive Users,Escalated,Low
350,34,Payment System Upgrade,We've updated our terms of service,11/11/2024,All Users,Dismissed,High
351,49,Limited Time Offer,Your account summary is ready,7/19/2023,Admins,Closed,Low
352,23,Customer Support Downtime,Reminder: Update your payment info,12/12/2023,Merchants,On Hold,Low
353,20,Policy Changes,Discount applied to your next purchase,6/7/2023,Support Team.,Awaiting Customer Response,High
354,70,Feature Testing Phase,New merchant partners added,3/25/2023,New Users,Escalated,Medium
355,33,Terms & Conditions Update,View your transaction history online,3/24/2024,New Users,Dismissed,High
356,30,Feature Testing Phase,Refer a friend and earn coins,4/12/2024,Customers,Escalated,Low
357,46,Holiday Schedule,Community spotlight: Featured merchants,3/21/2024,Loyalty Members,Investigating,Medium
358,62,Payment System Upgrade,Don't miss our spring event,11/17/2023,Admins,Escalated,High
359,38,Auto-Reload Changes,Faster support now available,6/6/2024,Support Team.,Awaiting Customer Response,Medium
360,29,Terms & Conditions Update,Thank you for being a loyal customer,3/25/2024,Beta Testers,Closed,Medium
361,77,Website Maintenance,App update now available,1/9/2025,New Users,Awaiting Customer Response,High
362,66,App Version Release,Exclusive event invite,7/25/2023,New Users,Dismissed,Low
363,26,Temporary Feature Suspension,Your favorite item is back!,12/15/2023,New Users,Open,Medium
364,13,Payment System Upgrade,Upcoming service outage notice,2/23/2025,Employees,Dismissed,High
365,69,Email Preferences Update.,New feature: Order tracking,12/13/2023,Support Team.,Dismissed,High
366,57,Order Delay Notice,Enjoy faster checkout with saved cards,2/15/2023,All Users,Resolved,High
367,32,Staff Training Announcement,Faster support now available,11/28/2023,Support Team.,Resolved,Medium
368,10,Auto-Reload Changes,New amenities added near you,2/15/2025,Support Team.,Closed,High
369,48,Website Maintenance,Upcoming service outage notice,4/22/2023,Inactive Users,Closed,Low
370,14,Account Verification Notice,Stay safe: Avoid phishing scams,12/10/2024,Support Team.,Closed,Medium
371,41,Operating Hours Update,Your favorite item is back!,10/26/2023,Inactive Users,Resolved,Low
372,76,App Version Release,Exclusive event invite,2/3/2024,Customers,Closed,Medium
373,24,Point Redemption Changes,Important notice about reward items,2/13/2025,Loyalty Members,Resolved,Low
374,5,Service Interruption Notice,Your favorite item is back!,9/14/2024,New Users,Open,Medium
375,47,Website Maintenance,View your transaction history online,4/21/2023,Customers,Dismissed,Medium
376,71,Server Optimization,Earn double coins this weekend,10/17/2023,Customers,Resolved,Medium
377,31,Staff Training Announcement,Welcome to CafeCoin!,7/15/2024,Admins,Investigating,Medium
378,73,Menu Update,View your transaction history online,3/29/2023,New Users,Awaiting Customer Response,High
379,27,Data Usage Policy,Account activity alert,4/18/2023,Support Team.,Resolved,Low
380,12,Payment System Upgrade,System maintenance scheduled tonight,4/24/2024,All Users,Dismissed,Low
381,7,Maintenance Completed,Check out your coin balance,9/28/2024,New Users,Open,High
382,22,Account Verification Notice,Welcome to CafeCoin!,11/29/2024,All Users,On Hold,Medium
383,18,Urgent Security Update,Exclusive event invite,5/15/2024,All Users,Investigating,High
384,52,Terms & Conditions Update,Welcome to CafeCoin!,2/11/2025,Inactive Users,On Hold,Medium
385,42,New Feature Launch,Your favorite item is back!,3/6/2024,Support Team.,Dismissed,Low
386,3,Server Optimization,Your account summary is ready,4/8/2025,Admins,Open,Medium
387,68,Mobile App Outage,We've refreshed our menu!,1/26/2025,Inactive Users,On Hold,Low
388,11,Policy Changes,Your account summary is ready,1/29/2025,Employees,Resolved,Medium
389,67,Terms & Conditions Update,Reminder: Update your payment info,7/23/2023,Merchants,Awaiting Customer Response,High
390,37,Menu Update,Weekend flash sale starts now,1/15/2025,Customers,Escalated,Low
391,28,Mobile App Outage,Try our seasonal drinks!,2/27/2024,Loyalty Members,On Hold,Medium
392,4,App Version Release,Discount applied to your next purchase,12/26/2024,Beta Testers,Investigating,Medium
393,51,Service Interruption Notice,Community spotlight: Featured merchants,4/10/2023,Merchants,Open,Medium
394,44,Loyalty Tier Adjustment,New amenities added near you,5/22/2024,Support Team.,Escalated,Low
395,61,Feedback Survey Launch,Community spotlight: Featured merchants,12/11/2024,Loyalty Members,Awaiting Customer Response,High
396,59,Holiday Schedule,Welcome to CafeCoin!,3/20/2023,Beta Testers,Investigating,Low
397,35,Staff Training Announcement,Upcoming service outage notice,3/27/2023,Merchants,Investigating,Medium
398,64,Rewards Expiry Notice,We've updated our terms of service,10/30/2024,Employees,Open,Medium
399,75,Loyalty Program Update,Your membership level has been upgraded,10/9/2023,New Users,Dismissed,Medium
400,30,Coin Balance Adjustment,New merchant partners added,3/17/2023,All Users,Investigating,Medium
401,38,Rewards Expiry Notice,Your feedback matters – take our survey,11/4/2024,Customers,Open,Low
402,5,Temporary Feature Suspension,Reminder: Update your payment info,1/4/2024,Customers,On Hold,High
403,48,Maintenance Completed,Your order has shipped,1/20/2024,Employees,Dismissed,High
404,17,Holiday Schedule,Faster support now available,4/28/2023,Loyalty Members,On Hold,High
405,62,New Feature Launch,New dashboard tools for merchants,1/11/2025,Customers,Escalated,Medium
406,29,Menu Update,Upcoming service outage notice,6/14/2023,Support Team.,Open,Low
407,58,Point Redemption Changes,Your account summary is ready,12/18/2023,Customers,Resolved,High
408,56,Urgent Security Update,Earn double coins this weekend,9/12/2024,Beta Testers,On Hold,Medium
409,31,Feature Testing Phase,Welcome to CafeCoin!,5/5/2024,Beta Testers,Resolved,Medium
410,77,Mobile App Outage,Reminder: Update your payment info,3/26/2023,Loyalty Members,Awaiting Customer Response,Low
411,28,Transaction Delay Alert,Discount applied to your next purchase,5/3/2023,Support Team.,Escalated,Medium
412,80,New Store Opening,Security settings changed,1/10/2025,Inactive Users,On Hold,Medium
413,3,Reward Limit Update,Enjoy faster checkout with saved cards,1/13/2025,Customers,Resolved,Medium
414,59,App Version Release,Discount applied to your next purchase,7/2/2023,Support Team.,Closed,High
415,73,Feedback Survey Launch,Reminder: Update your payment info,2/4/2024,Customers,On Hold,Low
416,16,Operating Hours Update,Refer a friend and earn coins,12/17/2023,Inactive Users,On Hold,Medium
417,50,Policy Changes,Weekend flash sale starts now,5/27/2024,New Users,Investigating,Low
418,2,Delivery Area Expansion,Your favorite item is back!,4/9/2025,Employees,Dismissed,Low
419,71,Point Redemption Changes,CafeCoin turns one – celebrate with us!,3/14/2023,Merchants,On Hold,High
420,47,Feature Deactivation Notice,Refer a friend and earn coins,9/4/2023,New Users,Investigating,Medium
421,44,Rewards Expiry Notice,Try our seasonal drinks!,8/24/2024,Admins,Awaiting Customer Response,Low
422,4,Loyalty Program Update,Refer a friend and earn coins,10/8/2023,Customers,Closed,Low
423,1,App Version Release,Important notice about reward items,6/9/2024,Support Team.,On Hold,Low
424,67,Delivery Area Expansion,You're close to earning a reward!,8/8/2024,Support Team.,Investigating,Low
425,36,Loyalty Tier Adjustment,System maintenance scheduled tonight,12/12/2024,Admins,Investigating,High
426,13,Menu Update,Important notice about reward items,12/4/2023,Beta Testers,On Hold,High
427,75,Mobile App Outage,Your favorite item is back!,6/17/2024,Admins,Open,Low
428,8,Reward Limit Update,Your favorite item is back!,9/20/2023,Inactive Users,Awaiting Customer Response,Low
429,42,Feature Testing Phase,Community spotlight: Featured merchants,2/19/2023,Beta Testers,Investigating,High
430,53,Order Delay Notice,Weekend flash sale starts now,1/31/2024,Merchants,Closed,High
431,7,Email Preferences Update.,Your favorite item is back!,2/25/2025,Inactive Users,Resolved,Low
432,70,Scheduled Downtime,Important notice about reward items,6/3/2024,New Users,Resolved,Medium
433,39,Maintenance Completed,New feature: Order tracking,1/8/2025,Merchants,Investigating,Medium
434,54,Operating Hours Update,Security settings changed,1/26/2023,Admins,Awaiting Customer Response,High
435,49,Menu Update,Welcome to CafeCoin!,12/24/2023,All Users,Investigating,Low
436,43,Terms & Conditions Update,Upcoming service outage notice,3/8/2023,New Users,Open,High
437,18,Temporary Feature Suspension,Limited-time offer available,11/22/2023,Merchants,Investigating,High
438,66,Menu Update,Check out your coin balance,10/5/2024,Support Team.,Open,Low
439,25,App Version Release,Upcoming service outage notice,2/17/2024,All Users,On Hold,Medium
440,21,Mobile App Outage,View your transaction history online,5/14/2024,New Users,Closed,Low
441,33,Operating Hours Update,Reminder: Update your payment info,7/8/2023,Support Team.,Open,Low
442,22,Menu Update,We've refreshed our menu!,5/12/2024,Admins,Resolved,High
443,35,Email Preferences Update.,Weekend flash sale starts now,11/9/2023,Support Team.,Open,Low
444,37,Bug Fix Announcement,Faster support now available,8/25/2024,Admins,Resolved,Low
445,61,Subscription Reminder,Discount applied to your next purchase,6/21/2024,Support Team.,Escalated,Medium
446,24,Maintenance Completed,We've refreshed our menu!,12/30/2023,All Users,Resolved,High
447,10,Data Usage Policy,Try our seasonal drinks!,4/17/2023,New Users,Awaiting Customer Response,Medium
448,76,Coin Balance Adjustment,Reminder: Update your payment info,2/20/2024,Inactive Users,Awaiting Customer Response,Low
449,34,Delivery Area Expansion,Thank you for being a loyal customer,12/28/2024,Support Team.,Resolved,High
450,57,New Feature Launch,Thank you for being a loyal customer,1/9/2024,Loyalty Members,Closed,Medium
451,32,Urgent Security Update,New shop locations added,5/4/2023,Support Team.,On Hold,High
452,20,Server Optimization,Weekend flash sale starts now,7/16/2023,All Users,Investigating,Low
453,46,New Feature Launch,Don't miss our spring event,10/15/2023,Support Team.,Dismissed,Medium
454,19,New Feature Launch,Your account summary is ready,4/22/2024,Merchants,Investigating,Low
455,6,Auto-Reload Changes,Reminder: Update your payment info,11/2/2023,Merchants,Escalated,High
456,65,App Version Release,CafeCoin turns one – celebrate with us!,7/13/2023,New Users,Resolved,Low
457,55,Server Optimization,New shop locations added,1/1/2023,Loyalty Members,Escalated,Low
458,51,Holiday Schedule,App update now available,3/3/2024,All Users,Open,Low
459,11,Feedback Survey Launch,Don't miss our spring event,2/2/2023,Beta Testers,Resolved,Medium
460,12,Mobile App Outage,Important notice about reward items,2/20/2023,Support Team.,On Hold,Medium
461,52,Website Maintenance,Limited-time offer available,7/17/2023,New Users,Escalated,High
462,64,Bug Fix Announcement,We've updated our terms of service,11/5/2023,Beta Testers,Resolved,High
463,27,Rewards Expiry Notice,New shop locations added,5/7/2023,All Users,Resolved,Medium
464,9,Urgent Security Update,CafeCoin turns one – celebrate with us!,6/10/2023,Beta Testers,Dismissed,Low
465,74,Maintenance Completed,New dashboard tools for merchants,11/4/2024,Inactive Users,Open,High
466,60,Terms & Conditions Update,CafeCoin turns one – celebrate with us!,3/24/2025,Admins,On Hold,High
467,41,New Feature Launch,Order ahead and skip the line.,5/31/2023,All Users,Escalated,Medium
468,15,Customer Support Downtime,Weekend flash sale starts now,10/6/2024,Loyalty Members,On Hold,High
469,79,Bug Fix Announcement,System maintenance scheduled tonight,1/29/2025,Admins,Escalated,Low
470,26,Terms & Conditions Update,Welcome to CafeCoin!,10/1/2023,Customers,Awaiting Customer Response,Medium
471,40,Terms & Conditions Update,App update now available,10/28/2024,Customers,Awaiting Customer Response,High
472,72,Email Preferences Update.,Reminder: Update your payment info,5/9/2023,Customers,Awaiting Customer Response,Medium
473,45,Temporary Feature Suspension,New dashboard tools for merchants,9/2/2023,Customers,Investigating,Low
474,63,Website Maintenance,Try our seasonal drinks!,6/1/2023,Loyalty Members,Closed,Low
475,68,App Version Release,New shop locations added,5/11/2023,All Users,Resolved,Medium
476,23,Maintenance Completed,Exclusive event invite,5/30/2023,Loyalty Members,Closed,High
477,14,Staff Training Announcement,We've refreshed our menu!,9/19/2023,Merchants,Closed,High
478,69,System Maintenance,System maintenance scheduled tonight,5/15/2024,Merchants,Open,High
479,10,Terms & Conditions Update,We've refreshed our menu!,4/12/2024,Employees,Dismissed,High
480,32,New Store Opening,Security settings changed,9/6/2023,Support Team.,Awaiting Customer Response,High
481,31,Service Interruption Notice,Faster support now available,1/25/2024,Admins,Resolved,High
482,5,Order Delay Notice,You're close to earning a reward!,8/7/2024,Beta Testers,Dismissed,High
483,57,Subscription Reminder,Redeem your coins for special items,6/23/2023,Loyalty Members,Dismissed,Low
484,24,Bug Fix Announcement,Redeem your coins for special items,1/17/2024,Support Team.,Awaiting Customer Response,Low
485,41,Policy Changes,Try our seasonal drinks!,10/5/2024,Beta Testers,Investigating,Medium
486,34,Point Redemption Changes,Your order has shipped,2/27/2024,Beta Testers,Investigating,High
487,4,System Maintenance,Your order has shipped,7/28/2024,New Users,Open,Medium
488,1,Maintenance Completed,New shop locations added,10/21/2024,Customers,Awaiting Customer Response,High
489,52,Limited Time Offer,Account activity alert,7/4/2023,Support Team.,Open,Low
490,26,Holiday Schedule,New merchant partners added,3/21/2023,Merchants,Open,Medium
491,45,Customer Support Downtime,New shop locations added,2/24/2023,Inactive Users,Closed,High
492,38,Reward Limit Update,Try our seasonal drinks!,10/18/2023,New Users,On Hold,Medium
493,67,Terms & Conditions Update,Enjoy faster checkout with saved cards,9/1/2023,New Users,Investigating,Medium
494,21,Limited Time Offer,New feature: Order tracking,1/10/2023,Inactive Users,Open,Low
495,63,Urgent Security Update,CafeCoin turns one – celebrate with us!,6/5/2023,New Users,Escalated,Medium
496,73,Subscription Reminder,Important notice about reward items,3/27/2024,All Users,Closed,Medium
497,70,Urgent Security Update,Your order has shipped,1/6/2023,Beta Testers,Awaiting Customer Response,Low
498,43,Policy Changes,We've updated our terms of service,7/30/2024,Merchants,Dismissed,Low
499,6,Feedback Survey Launch,Community spotlight: Featured merchants,7/8/2024,Inactive Users,Investigating,Medium
500,51,Menu Update,New rewards program launched,10/30/2023,Admins,Open,Low
501,68,Loyalty Tier Adjustment,App update now available,1/11/2023,Customers,Resolved,Medium
502,44,Loyalty Tier Adjustment,Earn double coins this weekend,6/6/2024,Merchants,Resolved,Low
503,78,Rewards Expiry Notice,Security settings changed,2/7/2025,Loyalty Members,Closed,Low
504,71,Payment System Upgrade,Your membership level has been upgraded,8/29/2024,Admins,Investigating,Low
505,56,Auto-Reload Changes,New amenities added near you,2/8/2023,Support Team.,Investigating,Medium
506,14,Order Delay Notice,View your transaction history online,9/16/2024,Support Team.,Investigating,Low
507,58,Customer Support Downtime,Account activity alert,12/19/2023,New Users,Closed,Medium
508,7,App Version Release,Try our seasonal drinks!,12/24/2023,Admins,On Hold,High
509,46,App Version Release,Refer a friend and earn coins,1/20/2024,Admins,Investigating,High
510,2,Website Maintenance,New amenities added near you,4/17/2024,All Users,Open,Low
511,80,Data Usage Policy,Redeem your coins for special items,9/23/2023,Employees,On Hold,Medium
512,11,Delivery Area Expansion,Try our seasonal drinks!,2/16/2024,New Users,Resolved,Low
513,61,Account Verification Notice,New feature: Order tracking,10/21/2024,Beta Testers,On Hold,High
514,20,Promo Code Alert,New amenities added near you,4/10/2024,Employees,Open,High
515,72,Website Maintenance,Your favorite item is back!,3/25/2025,Loyalty Members,Escalated,Low
516,27,Auto-Reload Changes,Account activity alert,5/11/2023,Merchants,Dismissed,Low
517,47,Promo Code Alert,Important notice about reward items,1/17/2024,Support Team.,Escalated,Low
518,60,Transaction Delay Alert,Important notice about reward items,2/19/2023,Beta Testers,Awaiting Customer Response,Low
519,53,Terms & Conditions Update,Faster support now available,2/28/2023,Employees,Awaiting Customer Response,Medium
520,50,Urgent Security Update,Try our seasonal drinks!,12/10/2024,Support Team.,Escalated,High
521,15,Feature Deactivation Notice,Important notice about reward items,2/8/2024,Inactive Users,Escalated,Low
522,3,Service Interruption Notice,Your account summary is ready,4/15/2023,Inactive Users,Closed,Low
523,49,Policy Changes,New merchant partners added,4/19/2024,Beta Testers,Closed,High
524,16,Website Maintenance,We've updated our terms of service,7/4/2023,Admins,Awaiting Customer Response,High
525,79,Account Verification Notice,Order ahead and skip the line.,1/27/2025,All Users,On Hold,High
526,30,Staff Training Announcement,Your feedback matters – take our survey,3/6/2023,Beta Testers,Open,High
527,28,Coin Balance Adjustment,Earn double coins this weekend,12/21/2024,Inactive Users,On Hold,Medium
528,36,Server Optimization,Refer a friend and earn coins,3/11/2024,All Users,Resolved,Medium
529,74,Temporary Feature Suspension,Faster support now available,6/29/2023,Admins,Open,Low
530,77,Customer Support Downtime,Limited-time offer available,3/7/2025,New Users,Investigating,High
531,54,Transaction Delay Alert,Your favorite item is back!,4/6/2025,All Users,Resolved,High
532,23,Mobile App Outage,Community spotlight: Featured merchants,11/12/2023,Employees,Investigating,Medium
533,12,Staff Training Announcement,We've updated our terms of service,2/11/2025,Admins,On Hold,Low
534,8,Account Verification Notice,Limited-time offer available,1/11/2023,All Users,Dismissed,Low
535,33,Loyalty Tier Adjustment,Refer a friend and earn coins,11/26/2023,Admins,Dismissed,Medium
536,17,New Feature Launch,You're close to earning a reward!,4/5/2024,Customers,Resolved,Medium
537,9,Loyalty Program Update,Your membership level has been upgraded,5/18/2023,Employees,On Hold,High
538,42,Staff Training Announcement,New amenities added near you,1/21/2023,New Users,On Hold,Low
539,22,Bug Fix Announcement,Enjoy faster checkout with saved cards,5/30/2024,Beta Testers,Awaiting Customer Response,Low
540,19,System Maintenance,New merchant partners added,9/14/2024,Admins,Dismissed,Low
541,75,Operating Hours Update,Try our seasonal drinks!,4/24/2023,Support Team.,Closed,Medium
542,65,New Feature Launch,New amenities added near you,4/6/2024,Inactive Users,Investigating,Medium
543,76,Feature Testing Phase,Your favorite item is back!,4/4/2023,Loyalty Members,Resolved,High
544,18,Promo Code Alert,Welcome to CafeCoin!,12/11/2024,Support Team.,Closed,Medium
545,59,Account Verification Notice,Your favorite item is back!,2/25/2025,Admins,Dismissed,Low
546,25,Point Redemption Changes,Refer a friend and earn coins,8/9/2024,Customers,On Hold,High
547,13,Delivery Area Expansion,CafeCoin turns one – celebrate with us!,3/3/2025,Admins,Escalated,Medium
548,55,System Maintenance,New merchant partners added,4/26/2023,All Users,Closed,Low
549,37,Operating Hours Update,Important notice about reward items,12/24/2023,Support Team.,Dismissed,Medium
550,35,Mobile App Outage,Your feedback matters – take our survey,10/16/2024,Loyalty Members,Investigating,Low
551,66,Transaction Delay Alert,Community spotlight: Featured merchants,11/24/2024,New Users,Open,Low
552,29,Transaction Delay Alert,Your membership level has been upgraded,8/3/2024,Inactive Users,Open,Low
553,48,Rewards Expiry Notice,We've updated our terms of service,4/1/2024,Loyalty Members,Investigating,High
554,40,Website Maintenance,Stay safe: Avoid phishing scams,9/20/2024,Support Team.,Investigating,High
555,64,System Maintenance,Reminder: Update your payment info,3/21/2023,Beta Testers,Closed,Low
556,62,Delivery Area Expansion,Your membership level has been upgraded,11/16/2023,Loyalty Members,Escalated,High
557,69,System Maintenance,Try our seasonal drinks!,9/7/2024,Inactive Users,Open,Low
558,39,Feature Testing Phase,Upcoming service outage notice,10/11/2023,Loyalty Members,Resolved,High
559,73,Reward Limit Update,Order ahead and skip the line.,1/22/2025,All Users,Escalated,Low
560,14,Server Optimization,Your feedback matters – take our survey,8/2/2023,New Users,Escalated,Medium
561,2,Promo Code Alert,Check out your coin balance,3/13/2025,New Users,Resolved,High
562,38,Terms & Conditions Update,Exclusive event invite,6/22/2023,Support Team.,Awaiting Customer Response,High
563,11,Bug Fix Announcement,Community spotlight: Featured merchants,10/27/2023,Admins,Closed,High
564,62,New Feature Launch,We've refreshed our menu!,4/4/2024,All Users,On Hold,High
565,29,Coin Balance Adjustment,Important notice about reward items,1/18/2024,Employees,Awaiting Customer Response,Medium
566,3,Server Optimization,Enjoy faster checkout with saved cards,6/16/2023,Customers,Open,Low
567,53,Delivery Area Expansion,Check out your coin balance,11/23/2024,Support Team.,Resolved,Low
568,80,Maintenance Completed,Your membership level has been upgraded,1/25/2023,Admins,Closed,Low
569,49,Customer Support Downtime,Earn double coins this weekend,5/25/2023,Support Team.,On Hold,Low
570,32,Reward Limit Update,You're close to earning a reward!,8/16/2024,Loyalty Members,Open,Low
571,7,Loyalty Program Update,CafeCoin turns one – celebrate with us!,2/7/2023,All Users,Resolved,Medium
572,77,Terms & Conditions Update,Stay safe: Avoid phishing scams,1/7/2023,New Users,Investigating,Medium
573,45,Order Delay Notice,Discount applied to your next purchase,3/28/2023,New Users,Escalated,Low
574,75,Reward Limit Update,New feature: Order tracking,4/9/2023,Inactive Users,Investigating,Low
575,9,Service Interruption Notice,Your membership level has been upgraded,3/16/2024,All Users,Dismissed,Medium
576,16,Holiday Schedule,Security settings changed,3/10/2023,Loyalty Members,Open,Low
577,76,Data Usage Policy,Account activity alert,12/18/2023,Support Team.,Open,Low
578,37,System Maintenance,Try our seasonal drinks!,4/21/2023,Customers,On Hold,Low
579,24,Policy Changes,Your account summary is ready,6/29/2024,Admins,Awaiting Customer Response,High
580,22,App Version Release,Enjoy faster checkout with saved cards,11/14/2024,New Users,Open,High
581,50,Email Preferences Update.,App update now available,3/18/2024,Merchants,Awaiting Customer Response,Medium
582,36,Order Delay Notice,Reminder: Update your payment info,7/21/2024,All Users,Closed,Low
583,44,Scheduled Downtime,Thank you for being a loyal customer,10/17/2023,Beta Testers,Escalated,Low
584,70,Delivery Area Expansion,Your feedback matters – take our survey,6/22/2024,Merchants,Closed,Low
585,69,System Maintenance,System maintenance scheduled tonight,5/20/2023,Customers,Open,High
586,31,Temporary Feature Suspension,Your membership level has been upgraded,1/23/2025,Inactive Users,Escalated,High
587,79,Account Verification Notice,New shop locations added,6/16/2023,Customers,Escalated,High
588,40,Temporary Feature Suspension,New amenities added near you,4/6/2023,New Users,Resolved,Medium
589,61,Promo Code Alert,Order ahead and skip the line.,8/23/2024,New Users,Escalated,Medium
590,5,Data Usage Policy,Earn double coins this weekend,2/11/2024,Customers,Investigating,Medium
591,78,Policy Changes,Weekend flash sale starts now,8/24/2024,Loyalty Members,Awaiting Customer Response,Low
592,41,Loyalty Tier Adjustment,New shop locations added,5/10/2023,Support Team.,Awaiting Customer Response,Medium
593,59,Coin Balance Adjustment,Your membership level has been upgraded,9/27/2023,Customers,Escalated,Low
594,34,Subscription Reminder,Order ahead and skip the line.,1/16/2025,Loyalty Members,Escalated,High
595,71,Feedback Survey Launch,Try our seasonal drinks!,8/24/2023,Loyalty Members,On Hold,Low
596,8,Delivery Area Expansion,Check out your coin balance,6/1/2024,Beta Testers,Escalated,Low
597,28,Account Verification Notice,Don't miss our spring event,7/2/2024,All Users,Closed,High
598,17,Rewards Expiry Notice,Your account summary is ready,4/26/2023,Inactive Users,On Hold,Low
599,58,Maintenance Completed,Account activity alert,6/24/2024,All Users,On Hold,Low
600,57,Rewards Expiry Notice,Discount applied to your next purchase,3/15/2023,New Users,Dismissed,High
601,68,Order Delay Notice,Your favorite item is back!,11/27/2023,Loyalty Members,Open,High
602,46,Loyalty Program Update,Faster support now available,6/6/2024,New Users,Dismissed,High
603,21,Subscription Reminder,Your membership level has been upgraded,4/18/2023,Admins,Dismissed,High
604,6,Feature Deactivation Notice,Your favorite item is back!,11/8/2024,Customers,Dismissed,Medium
605,10,Policy Changes,Don't miss our spring event,2/14/2024,Merchants,Dismissed,Medium
606,60,New Store Opening,App update now available,1/24/2024,Merchants,Awaiting Customer Response,Medium
607,56,Subscription Reminder,New merchant partners added,6/3/2024,Beta Testers,Awaiting Customer Response,Medium
608,72,Holiday Schedule,Order ahead and skip the line.,10/24/2023,Customers,Escalated,High
609,67,Urgent Security Update,New rewards program launched,8/3/2023,Support Team.,Dismissed,Medium
610,74,Operating Hours Update,Reminder: Update your payment info,2/9/2025,Support Team.,Dismissed,Low
611,30,Service Interruption Notice,Important notice about reward items,10/4/2024,All Users,Closed,Medium
612,25,Terms & Conditions Update,Account activity alert,2/23/2025,Customers,Awaiting Customer Response,High
613,4,New Store Opening,We've refreshed our menu!,7/29/2024,Merchants,Open,High
614,27,Email Preferences Update.,Account activity alert,1/26/2023,Inactive Users,Dismissed,Medium
615,15,Auto-Reload Changes,Your membership level has been upgraded,9/22/2024,Customers,Open,High
616,63,App Version Release,Try our seasonal drinks!,9/19/2023,Support Team.,Awaiting Customer Response,High
617,52,Terms & Conditions Update,Exclusive event invite,5/28/2024,Customers,Closed,High
618,64,Menu Update,Security settings changed,1/26/2024,Support Team.,Dismissed,Low
